2020-02-11	7	3	11	2	1	2020	0	0
2020-02-12	7	4	12	2	1	2020	0	0
2020-02-13	7	5	13	2	1	2020	0	0
2020-02-14	7	6	14	2	1	2020	1	0
2020-02-15	7	7	15	2	1	2020	1	0
2020-02-16	7	1	16	2	1	2020	0	0
2020-02-17	8	2	17	2	1	2020	0	0
2020-02-18	8	3	18	2	1	2020	0	0
2020-02-19	8	4	19	2	1	2020	0	0
2020-02-20	8	5	20	2	1	2020	0	0
2020-02-21	8	6	21	2	1	2020	1	0
2020-02-22	8	7	22	2	1	2020	1	0
2020-02-23	8	1	23	2	1	2020	0	0
2020-02-24	9	2	24	2	1	2020	0	0
2020-02-25	9	3	25	2	1	2020	0	0
2020-02-26	9	4	26	2	1	2020	0	0
2020-02-27	9	5	27	2	1	2020	0	0
2020-02-28	9	6	28	2	1	2020	1	0
2020-02-29	9	7	29	2	1	2020	1	0
2020-03-01	9	1	1	3	1	2020	0	0
2020-03-02	10	2	2	3	1	2020	0	0
2020-03-03	10	3	3	3	1	2020	0	0
2020-03-04	10	4	4	3	1	2020	0	0
2020-03-05	10	5	5	3	1	2020	0	0
2020-03-06	10	6	6	3	1	2020	1	0
2020-03-07	10	7	7	3	1	2020	1	0
2020-03-08	10	1	8	3	1	2020	0	0
2020-03-09	11	2	9	3	1	2020	0	0
2020-03-10	11	3	10	3	1	2020	0	0
2020-03-11	11	4	11	3	1	2020	0	0
2020-03-12	11	5	12	3	1	2020	0	0
2020-03-13	11	6	13	3	1	2020	1	0
2020-03-14	11	7	14	3	1	2020	1	0
2020-03-15	11	1	15	3	1	2020	0	0
2020-03-16	12	2	16	3	1	2020	0	0
2020-03-17	12	3	17	3	1	2020	0	0
2020-03-18	12	4	18	3	1	2020	0	0
2020-03-19	12	5	19	3	1	2020	0	0
2020-03-20	12	6	20	3	1	2020	1	0
2020-03-21	12	7	21	3	1	2020	1	0
2020-03-22	12	1	22	3	1	2020	0	0
2020-03-23	13	2	23	3	1	2020	0	0
2020-03-24	13	3	24	3	1	2020	0	0
2020-03-25	13	4	25	3	1	2020	0	0
2020-03-26	13	5	26	3	1	2020	0	0
2020-03-27	13	6	27	3	1	2020	1	0
2020-03-28	13	7	28	3	1	2020	1	0
2020-03-29	13	1	29	3	1	2020	0	0
2020-03-30	14	2	30	3	1	2020	0	0
2020-03-31	14	3	31	3	1	2020	0	0
2020-04-01	14	4	1	4	2	2020	0	0
2020-04-02	14	5	2	4	2	2020	0	0
2020-04-03	14	6	3	4	2	2020	1	0
2020-04-04	14	7	4	4	2	2020	1	3
2020-04-05	14	1	5	4	2	2020	0	3
2020-04-06	15	2	6	4	2	2020	0	3
2020-04-07	15	3	7	4	2	2020	0	0
2020-04-08	15	4	8	4	2	2020	0	0
2020-04-09	15	5	9	4	2	2020	0	0
2020-04-10	15	6	10	4	2	2020	1	0
2020-04-11	15	7	11	4	2	2020	1	0
2020-04-12	15	1	12	4	2	2020	0	0
2020-04-13	16	2	13	4	2	2020	0	0
2020-04-14	16	3	14	4	2	2020	0	0
2020-04-15	16	4	15	4	2	2020	0	0
2020-04-16	16	5	16	4	2	2020	0	0
2020-04-17	16	6	17	4	2	2020	1	0
2020-04-18	16	7	18	4	2	2020	1	0
2020-04-19	16	1	19	4	2	2020	0	0
2020-04-20	17	2	20	4	2	2020	0	0
2020-04-21	17	3	21	4	2	2020	0	0
2020-04-22	17	4	22	4	2	2020	0	0
2020-04-23	17	5	23	4	2	2020	0	0
2020-04-24	17	6	24	4	2	2020	1	0
2020-04-25	17	7	25	4	2	2020	1	0
2020-04-26	17	1	26	4	2	2020	0	0
2020-04-27	18	2	27	4	2	2020	0	0
2020-04-28	18	3	28	4	2	2020	0	0
2020-04-29	18	4	29	4	2	2020	0	0
2020-04-30	18	5	30	4	2	2020	0	0
2020-05-01	18	6	1	5	2	2020	1	4
2020-05-02	18	7	2	5	2	2020	1	4
2020-05-03	18	1	3	5	2	2020	0	4
2020-05-04	19	2	4	5	2	2020	0	4
2020-05-05	19	3	5	5	2	2020	0	4
2020-05-06	19	4	6	5	2	2020	0	0
2020-05-07	19	5	7	5	2	2020	0	0
2020-05-08	19	6	8	5	2	2020	1	0
2020-05-09	19	7	9	5	2	2020	1	0
2020-05-10	19	1	10	5	2	2020	0	0
2020-05-11	20	2	11	5	2	2020	0	0
2020-05-12	20	3	12	5	2	2020	0	0
2020-05-13	20	4	13	5	2	2020	0	0
2020-05-14	20	5	14	5	2	2020	0	0
2020-05-15	20	6	15	5	2	2020	1	0
2020-05-16	20	7	16	5	2	2020	1	0
2020-05-17	20	1	17	5	2	2020	0	0
2020-05-18	21	2	18	5	2	2020	0	0
2020-05-19	21	3	19	5	2	2020	0	0
2020-05-20	21	4	20	5	2	2020	0	0
2020-05-21	21	5	21	5	2	2020	0	0
2020-05-22	21	6	22	5	2	2020	1	0
2020-05-23	21	7	23	5	2	2020	1	0
2020-05-24	21	1	24	5	2	2020	0	0
2020-05-25	22	2	25	5	2	2020	0	0
2020-05-26	22	3	26	5	2	2020	0	0
2020-05-27	22	4	27	5	2	2020	0	0
2020-05-28	22	5	28	5	2	2020	0	0
2020-05-29	22	6	29	5	2	2020	1	0
2020-05-30	22	7	30	5	2	2020	1	0
2020-05-31	22	1	31	5	2	2020	0	0
2020-06-01	23	2	1	6	2	2020	0	0
2020-06-02	23	3	2	6	2	2020	0	0
2020-06-03	23	4	3	6	2	2020	0	0
2020-06-04	23	5	4	6	2	2020	0	0
2020-06-05	23	6	5	6	2	2020	1	0
2020-06-06	23	7	6	6	2	2020	1	0
2020-06-07	23	1	7	6	2	2020	0	0
2020-06-08	24	2	8	6	2	2020	0	0
2020-06-09	24	3	9	6	2	2020	0	0
2020-06-10	24	4	10	6	2	2020	0	0
2020-06-11	24	5	11	6	2	2020	0	0
2020-06-12	24	6	12	6	2	2020	1	0
2020-06-13	24	7	13	6	2	2020	1	0
2020-06-14	24	1	14	6	2	2020	0	0
2020-06-15	25	2	15	6	2	2020	0	0
2020-06-16	25	3	16	6	2	2020	0	0
2020-06-17	25	4	17	6	2	2020	0	0
2020-06-18	25	5	18	6	2	2020	0	0
2020-06-19	25	6	19	6	2	2020	1	0
2020-06-20	25	7	20	6	2	2020	1	0
2020-06-21	25	1	21	6	2	2020	0	0
2020-06-22	26	2	22	6	2	2020	0	0
2020-06-23	26	3	23	6	2	2020	0	0
2020-06-24	26	4	24	6	2	2020	0	0
2020-06-25	26	5	25	6	2	2020	0	5
2020-06-26	26	6	26	6	2	2020	1	5
2020-06-27	26	7	27	6	2	2020	1	5
2020-06-28	26	1	28	6	2	2020	0	0
2020-06-29	27	2	29	6	2	2020	0	0
2020-06-30	27	3	30	6	2	2020	0	0
2020-07-01	27	4	1	7	3	2020	0	0
2020-07-02	27	5	2	7	3	2020	0	0
2020-07-03	27	6	3	7	3	2020	1	0
2020-07-04	27	7	4	7	3	2020	1	0
2020-07-05	27	1	5	7	3	2020	0	0
2020-07-06	28	2	6	7	3	2020	0	0
2020-07-07	28	3	7	7	3	2020	0	0
2020-07-08	28	4	8	7	3	2020	0	0
2020-07-09	28	5	9	7	3	2020	0	0
2020-07-10	28	6	10	7	3	2020	1	0
2020-07-11	28	7	11	7	3	2020	1	0
2020-07-12	28	1	12	7	3	2020	0	0
2020-07-13	29	2	13	7	3	2020	0	0
2020-07-14	29	3	14	7	3	2020	0	0
2020-07-15	29	4	15	7	3	2020	0	0
2020-07-16	29	5	16	7	3	2020	0	0
2020-07-17	29	6	17	7	3	2020	1	0
2020-07-18	29	7	18	7	3	2020	1	0
2020-07-19	29	1	19	7	3	2020	0	0
2020-07-20	30	2	20	7	3	2020	0	0
2020-07-21	30	3	21	7	3	2020	0	0
2020-07-22	30	4	22	7	3	2020	0	0
2020-07-23	30	5	23	7	3	2020	0	0
2020-07-24	30	6	24	7	3	2020	1	0
2020-07-25	30	7	25	7	3	2020	1	0
2020-07-26	30	1	26	7	3	2020	0	0
2020-07-27	31	2	27	7	3	2020	0	0
2020-07-28	31	3	28	7	3	2020	0	0
2020-07-29	31	4	29	7	3	2020	0	0
2020-07-30	31	5	30	7	3	2020	0	0
2020-07-31	31	6	31	7	3	2020	1	0
2020-08-01	31	7	1	8	3	2020	1	0
2020-08-02	31	1	2	8	3	2020	0	0
2020-08-03	32	2	3	8	3	2020	0	0
2020-08-04	32	3	4	8	3	2020	0	0
2020-08-05	32	4	5	8	3	2020	0	0
